pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
21641863,Transcranial magnetic stimulation reveals high test-retest reliability for phosphenes but not for suppression of visual perception.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21641863/
21641264,Safety of transcranial magnetic stimulation for the newer generation of deep brain stimulators.,2011,Parkinsonism & related disorders,"Letter; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21641264/
21641047,Fronto-extracephalic transcranial direct current stimulation as a treatment for major depression: an open-label pilot study.,2011,Journal of affective disorders,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21641047/
21641021,Cathodal transcranial direct current stimulation of the right Wernicke's area improves comprehension in subacute stroke patients.,2011,Brain and language,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only,,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21641021/
21638325,Sensory perception changes induced by transcranial magnetic stimulation over the primary somatosensory cortex in Parkinson's disease.,2011,Movement disorders : official journal of the Movement Disorder Society,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21638325/
21638013,Is the cerebellum a potential target for stimulation in Parkinson's disease? Results of 1-Hz rTMS on upper limb motor tasks.,2011,"Cerebellum (London, England)","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21638013/
21637804,Distinct control of initiation and metrics of memory-guided saccades and vergence by the FEF: a TMS study.,2011,PloS one,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21637804/
21635047,High resolution transmission electron microscope observation of zero-strain deformation twinning mechanisms in Ag.,2011,Physical review letters,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21635047/
21633260,Effects of 1-Hz repetitive transcranial magnetic stimulation on long-latency reflexes and cortical relay time.,2011,Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21633260/
21632952,The benefit of object interactions arises in the lateral occipital cortex independent of attentional modulation from the intraparietal sulcus: a transcranial magnetic stimulation study.,2011,The Journal of neuroscience : the official journal of the Society for Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21632952/
21632936,Dorsal and ventral parietal contributions to spatial orienting in the human brain.,2011,The Journal of neuroscience : the official journal of the Society for Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21632936/
21632262,TMS effects on subjective and objective measures of vision: stimulation intensity and pre- versus post-stimulus masking.,2011,Consciousness and cognition,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21632262/
21631403,The value of repetitive transcranial magnetic stimulation (rTMS) for the treatment of anxiety disorders: an integrative review.,2011,CNS & neurological disorders drug targets,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications,patient_faq_adherence; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21631403/
21631313,The use of the Bilingual Aphasia Test for assessment and transcranial direct current stimulation to modulate language acquisition in minimally verbal children with autism.,2011,Clinical linguistics & phonetics,Clinical Trial; Journal Article; Validation Study,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21631313/
21629848,Phantom limb pain: low frequency repetitive transcranial magnetic stimulation in unaffected hemisphere.,2011,Case reports in medicine,Case Reports; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21629848/
21629763,Combining transcranial magnetic stimulation and electroencephalography may contribute to assess the severity of Alzheimer's disease.,2011,International journal of Alzheimer's disease,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21629763/
21628728,Strength training of one limb increases corticomotor excitability projecting to the contralateral homologous limb.,2011,Motor control,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21628728/
21626542,Milestones in clinical neurophysiology.,2011,Movement disorders : official journal of the Movement Disorder Society,"Historical Article; Journal Article; Research Support, N.I.H., Intramural; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21626542/
21624709,Cortical excitability of amyotrophic lateral sclerosis: transcranial magnetic stimulation study.,2011,Neurophysiologie clinique = Clinical neurophysiology,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21624709/
21624706,[Cerebral reorganization in chronic low back pain and neurostimulation to improve motor control].,2011,Neurophysiologie clinique = Clinical neurophysiology,"English Abstract; Journal Article; Research Support, Non-U.S. Gov't; Review",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21624706/
21624096,Writer's cramp: cortical excitability in tasks involving proximo-distal coordination.,2011,"Acta physiologica (Oxford, England)",Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21624096/
21620985,Neuroplastic changes following rehabilitative training correlate with regional electrical field induced with tDCS.,2011,NeuroImage,"Case Reports; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21620985/
21620906,Interplay of neuronal processes during response inhibition: results from a combined event-related potentials (ERPs)/transcranial magnetic stimulation (TMS) study on methylphenidate.,2011,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Journal Article; Randomized Controlled Trial,master_tms_not_animal_only; medication_sleep_caffeine_state,patient_faq_adherence; state_factors,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21620906/
21620706,Causal role of dorsolateral prefrontal cortex in human perceptual decision making.,2011,Current biology : CB,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21620706/
21620548,The role of the human extrastriate visual cortex in mirror symmetry discrimination: a TMS-adaptation study.,2011,Brain and cognition,"Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21620548/
21620374,Corticospinal excitability is dependent on the parameters of peripheral electric stimulation: a preliminary study.,2011,Archives of physical medicine and rehabilitation,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21620374/
21614837,"[Transcranial magnetic stimulation in treatment of depression--question of placebo and warranting of blind conditions, as well as other methodological problems].",2011,Psychiatria polska,English Abstract; Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21614837/
21614836,"[Electroconvulsive treatment and new techniques of electrical and magnetic stimulation in treatment of depression--question of placebo and warranting of blind conditions, as well as other methodological problems].",2011,Psychiatria polska,English Abstract; Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21614836/
21614662,A simple framework (ASF) for behavioral and neuroimaging experiments based on the psychophysics toolbox for MATLAB.,2011,Behavior research methods,"Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21614662/
21613597,Probing for hemispheric specialization for motor skill learning: a transcranial direct current stimulation study.,2011,Journal of neurophysiology,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",master_tms_not_animal_only,,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21613597/
21611188,Transcranial magnetic stimulation reveals attentional feedback to area V1 during serial visual search.,2011,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21611188/
21609726,Modulation of a fronto-parietal network in event-based prospective memory: an rTMS study.,2011,Neuropsychologia,"Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21609726/
21607781,Negative emotional processing induced by spoken scenarios modulates corticospinal excitability.,2011,"Cognitive, affective & behavioral neuroscience",Journal Article,master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21607781/
21607701,Inhibition of contralateral premotor cortex delays visually guided reaching movements in men but not in women.,2011,Experimental brain research,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21607701/
21606570,CSF tau levels influence cortical plasticity in Alzheimer's disease patients.,2011,Journal of Alzheimer's disease : JAD,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21606570/
21606211,Hebbian-type stimulation during robot-assisted training in patients with stroke.,2011,Neurorehabilitation and neural repair,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21606211/
21606110,Behaviour of the motoneurone pool in a fatiguing submaximal contraction.,2011,The Journal of physiology,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21606110/
21604455,[Progress of transcranial magnetic stimulation-motor evoked potential and its forensic application].,2011,Fa yi xue za zhi,English Abstract; Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21604455/
21604229,Behavioural facilitation following brain stimulation: implications for neurorehabilitation.,2011,Neuropsychological rehabilitation,"Journal Article; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21604229/
21603571,Area 5 influences excitability within the primary motor cortex in humans.,2011,PloS one,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21603571/
21602686,Complementary medicine for children and young people who have attention deficit hyperactivity disorder.,2011,Current opinion in psychiatry,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21602686/
21602644,"Reply to the letter to the editor ""response to Kratz et Al, seizure in a nonpredisposed individual induced by single-pulse transcranial magnetic stimulation"".",2011,The journal of ECT,Journal Article; Comment,master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21602644/
21602643,"Commentary on Kratz et Al ""seizure in a nonpredisposed individual induced by single-pulse transcranial magnetic stimulation"".",2011,The journal of ECT,Journal Article; Comment,master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21602643/
21601513,Effect of pain and pain expectation on primary motor cortex excitability.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21601513/
21600958,Deficit of sensorimotor integration in normal aging.,2011,Neuroscience letters,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21600958/
21600843,"Action of 5 Hz repetitive transcranial magnetic stimulation on sensory, motor and autonomic function in human spinal cord injury.",2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21600843/
21600814,Cortical reorganisation in a preterm born child with unilateral watershed infarction.,2011,European journal of paediatric neurology : EJPN : official journal of the European Paediatric Neurology Society,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only,,5,exclude_low_priority,no_training_platform_module_match,False,https://pubmed.ncbi.nlm.nih.gov/21600814/
21600291,A neural mass model of interconnected regions simulates rhythm propagation observed via TMS-EEG.,2011,NeuroImage,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21600291/
21600266,Increased short latency afferent inhibition after anodal transcranial direct current stimulation.,2011,Neuroscience letters,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21600266/
21592344,Enhancing the effect of repetitive I-wave paired-pulse TMS (iTMS) by adjusting for the individual I-wave periodicity.,2011,BMC neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21592344/
21591542,Basic knowledge of transcranial direct current stimulation.,2011,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,"Journal Article; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21591542/
21586823,Transcranial alternating current stimulation in the low kHz range increases motor cortex excitability.,2011,Restorative neurology and neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21586823/
21586821,Improved picture naming in aphasia patients treated with cathodal tDCS to inhibit the right Broca's homologue area.,2011,Restorative neurology and neuroscience,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow,5,exclude_low_priority,non_tms_stimulation_modality_title,False,https://pubmed.ncbi.nlm.nih.gov/21586821/
21586651,Cortical inhibition at rest and under a focused attention challenge in adults with migraine with and without aura.,2011,Cephalalgia : an international journal of headache,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; safety_side_effects; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21586651/
21571254,Transcranial magnetic stimulation: a neuroscientific probe of cortical function in schizophrenia.,2011,Biological psychiatry,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Review",dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21571254/
21571152,Stroke rehabilitation.,2011,"Lancet (London, England)",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21571152/
21570881,The effect of pain on training-induced plasticity of the corticomotor system.,2011,"European journal of pain (London, England)","Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21570881/
21565864,Human decidua and invasive trophoblasts are rich sources of nearly all human matrix metalloproteinases.,2011,Molecular human reproduction,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only,protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21565864/
21563888,Disrupting the ventral premotor cortex interferes with the contribution of action observation to use-dependent plasticity.,2011,Journal of cognitive neuroscience,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural",master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21563888/
21563022,Response training shortens visuo-motor related time in athletes.,2011,International journal of sports medicine,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21563022/
21561296,Music-supported therapy induces plasticity in the sensorimotor cortex in chronic stroke: a single-case study using multimodal imaging (fMRI-TMS).,2011,Brain injury,Case Reports; Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21561296/
21557988,Transcallosal inhibition dampens neural responses to high contrast stimuli in human visual cortex.,2011,Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21557988/
21557884,Placebo effect after prefrontal magnetic stimulation in the treatment of resistant obsessive-compulsive disorder: a randomized controlled trial.,2011,The international journal of neuropsychopharmacology,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21557884/
21556279,Food cravings and the effects of left prefrontal repetitive transcranial magnetic stimulation using an improved sham condition.,2011,Frontiers in psychiatry,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21556279/
21554966,Continuous theta-burst stimulation (cTBS) over the lateral prefrontal cortex alters reinforcement learning bias.,2011,NeuroImage,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21554966/
21554031,Mirror movements in amyotrophic lateral sclerosis.,2011,Amyotrophic lateral sclerosis : official publication of the World Federation of Neurology Research Group on Motor Neuron Diseases,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,measurement_expansion,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21554031/
21552191,Repetitive transcranial magnetic stimulation and treatment of negative symptoms of schizophrenia.,2011,Neuro endocrinology letters,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21552191/
21551014,Early neural responses to strength training.,2011,"Journal of applied physiology (Bethesda, Md. : 1985)","Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21551014/
21550843,Seizure produced by 20 Hz transcranial magnetic stimulation during isometric muscle contraction in a healthy subject.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,Letter; Comment,master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/21550843/
21549637,The effect of one left-sided dorsolateral prefrontal sham-controlled HF-rTMS session on approach and withdrawal related emotional neuronal processes.,2011,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Controlled Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/21549637/
21547950,Deep brain stimulation effects in dystonia: time course of electrophysiological changes in early treatment.,2011,Movement disorders : official journal of the Movement Disorder Society,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms,4,background_index,background_mechanism_protocol_or_measurement_record,False,https://pubmed.ncbi.nlm.nih.gov/21547950/
21547545,Update on repetitive transcranial magnetic stimulation in obsessive-compulsive disorder: different targets.,2011,Current psychiatry reports,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/21547545/
